<肖申克的救赎>
保罗·斯隆 Paul Sloan,演员 Actor (饰 Carmine),绿皮书,蝎子王,有史以来最棒的啤酒运送
珍娜·劳伦索 Jenna Laurenzo,演员 Actress (饰 Fran Venere),绿皮书,蕾丝炸弹,她要嫁给史蒂夫
肯尼斯·以色列 Kenneth Israel,演员 Actor (饰 Bronx Floor Repairman #1),绿皮书,失控玩家,哥斯拉2：怪兽之王
伊克博·塞巴 Iqbal Theba,演员 Actor (饰 Amit),绿皮书,变形金刚3,老友记  第五季
尼克·瓦莱隆加 Nick Vallelonga,演员 Actor/Actress (饰 Augie),绿皮书,女狼俱乐部,纽瓦克众圣
大卫·安 David An,演员 Actor/Actress (饰 Bobby),绿皮书,狂暴巨兽,理查德·朱维尔的哀歌
迈克·切罗内 Mike Cerrone,演员 Actor/Actress (饰 Joe and Joe&#39;s Customer),绿皮书,一个头两个大,阿呆与阿瓜2
杰拉尔丁·辛格 Geraldine Singer,演员 Actress (饰 EmCee),绿皮书,逃出绝命镇,绝望主妇 第一季
马丁·巴特斯·布拉德福德 Martin Bats Bradford,演员 Actor (饰 Bus Boy),绿皮书,毒液：致命守护者,法官大人 第一季
格拉伦·布莱恩特·班克斯 Gralen Bryant Banks,演员 Actor (饰 Man #1),绿皮书,银行家,法官大人 第一季
汤姆·维图 Tom Virtue,演员 Actor (饰 Morgan Anderson),绿皮书,钢铁侠3,变形金刚3
夏恩·帕特洛 Shane Partlow,演员 Actor (饰 Tailor),绿皮书,公主日记2,威尔和格蕾丝 第一季
丹尼斯·W·霍尔 Dennis W. Hall,演员 Actor (饰 Mags),绿皮书,越狱 第一季,老爸老妈的浪漫史 第一季
吉姆·克洛克 Jim Klock,演员 Actor (饰 Patrolman Stewart),绿皮书,狩猎,绝望主妇 第四季
戴恩·罗兹 Dane Rhodes,演员 Actor (饰 Police Chief),绿皮书,忌日快乐,死神来了4
布赖恩·斯特帕尼克 Brian Stepanek,演员 Actor (饰 Graham Kindell),绿皮书,变形金刚,小谢尔顿 第一季
乔恩·迈克尔·戴维斯 Jon Michael Davis,演员 Actor (饰 Maitre D&#39;),绿皮书,绝望主妇  第八季,鬼镜2
布莱恩·库瑞 Brian Hayes Currie,演员 Actor (饰 Maryland State Trooper Hayes),绿皮书,空中监狱,世界末日
托尼亚·马尔多纳多 Tonya Maldonado,演员 Actress (饰 Bar patron),绿皮书,法官大人 第一季,劫匪
加文·莱尔·弗雷 Gavin Lyle Foley,演员 Actor (饰 Frankie Vallelonga),绿皮书
奎恩·达菲 Quinn Duffy,演员 Actor (饰 Mikey Cerrone),绿皮书,肥佬教授,死亡游戏
哈里森·斯通 Harrison Stone,演员 Actor (饰 Redneck #3),绿皮书,继承,解放者：欧陆决战500天
比利·布里德 Billy Breed,演员 Actor (饰 Patrolman #2),绿皮书,解放者：欧陆决战500天
莱斯利·卡斯泰 Leslie Castay,演员 Actress (饰 Well-Dressed Woman),绿皮书,大空头,美国恐怖故事 第三季
克雷格·迪弗朗西亚 Craig DiFrancia,演员 Actor (饰 Dominic),绿皮书,杰西卡·琼斯 第一季,女子监狱 第六季
大卫·卡拉维 David Kallaway,演员 Actor (饰 Redneck #1),绿皮书,金刚狼3：殊死一战,大空头
瑞奇·缪斯 Ricky Muse,演员 Actor/Actress (饰 Barkeep),绿皮书,比利·林恩的中场战事,洛基 第一季
托尼·查普曼·斯蒂尔 Toney Chapman Steele,演员 Actor (饰 Field Worker),绿皮书,忌日快乐2,五尺天涯
伊桑·艾哈特 Ethan Airhart,演员 Actor (饰 音乐会参加者),绿皮书,忌日快乐2,人类清除计划 第一季
詹姆斯·W·埃弗莫尔 James W. Evermore,演员 Actor (饰 Redneck #2),绿皮书,忌日快乐2,神探狗笨吉
Frank Vallelonga Frank Vallelonga,演员 Actor/Actress,绿皮书,体热惊情,"In the Kingdom of the Blind, the Man with One Eye Is King"
</绿皮书>
<罗马假日>
奥黛丽·赫本 Audrey Hepburn,演员 Actress (饰 Princess Ann),罗马假日,蒂凡尼的早餐,窈窕淑女
格利高里·派克 Gregory Peck,演员 Actor (饰 Joe Bradley),罗马假日,爱德华大夫,杀死一只知更鸟
埃迪·艾伯特 Eddie Albert,演员 Actor (饰 Irving Radovich),罗马假日,最长的一天,蜘蛛侠 第一季
哈特利·鲍尔 Hartley Power,演员 Actor/Actress (饰 Mr. Hennessy),罗马假日,百万英镑,死亡之夜
哈考特·威廉姆斯 Harcourt Williams,演员 Actor/Actress (饰 Ambassador),罗马假日,王子复仇记,环游世界八十天
玛格丽特·罗林斯 Margaret Rawlings,演员 Actress (饰 Countess Vereberg),罗马假日,血腥之手,与我同行
托里奥·卡米纳提 Tullio Carminati,演员 Actor (饰 General Provno),罗马假日,战争与和平,万世英雄
保罗·卡利尼 Paolo Carlini,演员 Actor (饰 Mario Delani),罗马假日,碧港艳遇,蓝色牛仔裤
克劳迪奥·埃尔梅利 Claudio Ermelli,演员 Actor (饰 Giovanni),罗马假日,擦鞋童,碧港艳遇
保拉·布鲁布尼 Paola Borboni,演员 Actress (饰 Charwoman),罗马假日,浪荡儿,罗马11时
里佐·弗雷多里佐 Alfredo Rizzo,演员 Actor/Actress (饰 Taxicab Driver),罗马假日,勾魂慑魄,三艳嬉春
劳拉·索拉里 Laura Solari,演员 Actress (饰 Hennessy&#39;s Secretary),罗马假日,四面警网,科西嘉兄弟
Gorella Gori Gorella Gori,演员 Actor/Actress (饰 Shoe Seller),罗马假日,托托和罗马国王,San Giovanni decollato
Armando Annuale Armando Annuale,演员 Actor/Actress (饰 Admiral Dancing with Princess),罗马假日,甜蜜的生活,吸血迷魂
毛里齐奥·阿雷纳 Maurizio Arena,演员 Actor (饰 Young Boy with Car),罗马假日,贫穷而美丽,维纳斯的标记
Silvio Bagolini Silvio Bagolini,演员 Actor (饰 Undetermined Role),罗马假日,浪荡儿,卖艺春秋
Gildo Bocci Gildo Bocci,演员 Actor/Actress (饰 Flower Seller),罗马假日,云中四部曲,贫穷而美丽
弗兰科·科尔萨罗 Franco Corsaro,演员 Actor (饰 Undetermined Role),罗马假日,卡萨布兰卡,教父(电视剧重剪版)
John Cortay John Cortay,演员 Actor/Actress (饰 Correspondent at Poker Game),罗马假日,日落大道,赌徒
Vittoria Crispo Vittoria Crispo,演员 Actor/Actress (饰 Undetermined Role),罗马假日,面包，爱情和梦想,渔娘恋
Sidney Gordon Sidney Gordon,演员 Actor/Actress (饰 Correspondent at Poker Game),罗马假日,齐格菲歌舞团,来历不明的孩子
Luigi Moneta Luigi Moneta,演员 Actor/Actress (饰 Old Man Dancing with Princess),罗马假日,外套,父亲的尴尬
Piero Pastore Piero Pastore,演员 Actor/Actress (饰 Faceless Man on the Barge),罗马假日,战争与和平,阿尔卡扎尔之围
米莫·波利 Mimmo Poli,演员 Actor (饰 Worker Hugging the Three Out Side Police Station),罗马假日,卡比利亚之夜,罗马风情画
Carlo Rizzo Carlo Rizzo,演员 Actor/Actress (饰 Police Official),罗马假日,小丑,碧港艳遇
Gianna Segale Gianna Segale,演员 Actress (饰 Girl at Cafe Waving at Irving),罗马假日,一九五一年的欧洲,L&#39;ingiusta condanna
阿梅代奥·特里利 Amedeo Trilli,演员 Actor (饰 Undetermined Role),罗马假日,自卫市街,酷刑阴谋
海伦·塔布斯 Helen Tubbs,演员 Actor/Actress (饰 Undetermined Role),罗马假日
马科·图里 Marco Tulli,演员 Actor (饰 Pallid Young Man Dancing with Princess),罗马假日,魂断威尼斯,卖艺春秋
Joop van Hulzen Joop van Hulzen,演员 Actor/Actress (饰 Undetermined Role),罗马假日,罗马，不设防的城市,战争与和平
凯瑟琳·惠勒 Catherine Wyler,演员 Actor/Actress (饰 Schoolgirl),罗马假日,孟菲斯美女号,怀疑者
Judy Wyler Judy Wyler,演员 Actor/Actress (饰 Schoolgirl),罗马假日,The Buccaneers,The Errol Flynn Theatre
陆建艺 Jianyi Lu,配音 Voice,阿凡达,罗马假日,加勒比海盗
金毅 Yi Jin,配音 Voice,罗马假日,顾此失彼,咱爸咱妈
</罗马假日>
<大闹天宫>
邱岳峰 Yuefeng Qiu,配音 Voice (配 齐天大圣),大闹天宫,哪吒闹海,尼罗河上的惨案
富润生 Runsheng Fu,配音 Voice (配 玉皇大帝),大闹天宫,天书奇谭,哪吒闹海
毕克 Ke Bi,配音 Voice (配 东海龙王/土地公公),音乐之声,大闹天宫,天书奇谭
尚华 Hua Shang,配音 Voice (配 太白金星),大闹天宫,天书奇谭,哪吒闹海
于鼎 Ding Yu,配音 Voice (配 二郎神/托塔天王/马天君/持国天王),大闹天宫,天书奇谭,哪吒闹海
李梓 Zi Li,配音 Voice (配 仙女),音乐之声,大闹天宫,尼罗河上的惨案
刘广宁 Guangning Liu,配音 Voice (配 仙女),大闹天宫,十月围城,天书奇谭
</大闹天宫>
<天堂电影院>
菲利普·努瓦雷 Philippe Noiret,演员 Actor (饰 Alfredo),天堂电影院,邮差,老枪
萨瓦特利·卡西欧 Salvatore Cascio,演员 Actor (饰 Salvatore &#39;Totò&#39; Di Vita - Child),天堂电影院,天伦之旅,The Pope Must Die
雅克·贝汉 Jacques Perrin,演员 Actor (饰 Salvatore &#39;Totò&#39; Di Vita - Adult),放牛班的春天,天堂电影院,海洋
马克·莱昂纳蒂 Marco Leonardi,演员 Actor (饰 Salvatore &#39;Totò&#39; Di Vita - Teenager),天堂电影院,金钱世界,墨西哥往事
莱奥波多·特里耶斯泰 Leopoldo Trieste,演员 Actor (饰 Father Adelfio),天堂电影院,教父2,罗马帝国艳情史
安东内拉·阿蒂利 Antonella Attili,演员 Actor/Actress (饰 Maria Di Vita - Younger),天堂电影院,天伦之旅,新天堂星探
恩佐·卡拉瓦勒 Enzo Cannavale,演员 Actor (饰 Spaccafico),天堂电影院,美丽教师,罗马童话
艾萨·丹尼埃利 Isa Danieli,演员 Actress (饰 Anna),天堂电影院,踩过界,亲爱的米歇尔
里奥·故罗塔 Leo Gullotta,演员 Actor/Actress (饰 Usher),天堂电影院,天伦之旅,巴阿里亚
普佩拉·玛奇奥 Pupella Maggio,演员 Actor/Actress (饰 Maria Di Vita - Older),天堂电影院,阿玛柯德,烽火母女泪
阿格妮丝·那诺 Agnese Nano,演员 Actress (饰 Elena Mendola),天堂电影院,圣安娜奇迹,王国
塔诺·希玛罗萨 Tano Cimarosa,演员 Actor (饰 Blacksmith),天堂电影院,意大利人在俄罗斯的奇遇,新天堂星探
尼古拉·迪·平托 Nicola Di Pinto,演员 Actor (饰 Village Idiot),海上钢琴师,天堂电影院,隐秘
罗伯塔·蕾娜 Roberta Lena,演员 Actress (饰 Lia),天堂电影院,德安德烈 #一个职员的故事,Un amore
尼诺·戴罗佐 Nino Terzo,演员 Actor (饰 Peppino&#39;s Father),天堂电影院,罗马风情画,小丑
玛丽娜·朱迪切 Mariella Lo Giudice,演员 Actress,天堂电影院
比阿特丽斯·帕姆 Beatrice Palme,演员 Actress,天堂电影院,今晚在艾丽丝家里,Fait d&#39;hiver
布丽吉特·佛西 Brigitte Fossey,演员 Actress (饰 Elena Mendola - Adult),天堂电影院,初吻,禁忌的游戏
朱塞佩·托纳多雷 Giuseppe Tornatore,演员 Actor (饰 Projectionist),海上钢琴师,西西里的美丽传说,天堂电影院
</天堂电影院>
<指环王1：护戒使者>
伊利亚·伍德 Elijah Wood,演员 Actor (饰 Frodo),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
西恩·奥斯汀 Sean Astin,演员 Actor (饰 Sam),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
伊恩·麦克莱恩 Ian McKellen,演员 Actor (饰 Gandalf),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
维果·莫腾森 Viggo Mortensen,演员 Actor (饰 Aragorn),绿皮书,指环王1：护戒使者,指环王3：王者无敌
奥兰多·布鲁姆 Orlando Bloom,演员 Actor (饰 Legolas),加勒比海盗,指环王1：护戒使者,指环王3：王者无敌
多米尼克·莫纳汉 Dominic Monaghan,演员 Actor (饰 Merry),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
比利·博伊德 Billy Boyd,演员 Actor/Actress (饰 Pippin),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
克里斯托弗·李 Christopher Lee,演员 Actor (饰 Saruman),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
马尔顿·索克斯 Marton Csokas,演员 Actor (饰 Celeborn),指环王1：护戒使者,指环王3：王者无敌,爱丽丝梦游仙境
梅根·爱德华兹 Megan Edwards,演员 Actress (饰 Mrs. Proudfoot),指环王1：护戒使者,掠食城市,科曼先生
伊安·霍姆 Ian Holm,演员 Actor/Actress (饰 Bilbo),指环王1：护戒使者,指环王3：王者无敌,后天
凯特·布兰切特 Cate Blanchett,演员 Actress (饰 Galadriel),本杰明·巴顿奇事,指环王1：护戒使者,指环王3：王者无敌
阿兰·霍华德 Alan Howard,配音 Voice (配 Voice of the Ring),指环王1：护戒使者,指环王3：王者无敌,队列之末
马克·弗格森 Mark Ferguson,演员 Actor (饰 Gil-galad),指环王1：护戒使者,战士公主西娜 第一季,我的婚礼和其他秘密
肖恩·宾 Sean Bean,演员 Actor (饰 Boromir),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
萨拉·贝克 Sala Baker,演员 Actor/Actress (饰 Sauron),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
劳伦斯·马克奥雷 Lawrence Makoare,演员 Actor/Actress (饰 Lurtz),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
安迪·瑟金斯 Andy Serkis,配音 Voice (配 Gollum),致命魔术,指环王1：护戒使者,指环王3：王者无敌
彼得·麦肯齐 Peter McKenzie,演员 Actor (饰 Elendil),指环王1：护戒使者,金刚,爱很复杂
伊恩·穆内 Ian Mune,演员 Actor/Actress (饰 Bounder),指环王1：护戒使者,钢琴课,诺曼底大风暴
克雷格·帕克 Craig Parker,演员 Actor (饰 Haldir),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
卡梅隆·罗德 Cameron Rhodes,演员 Actor (饰 Farmer Maggot),指环王1：护戒使者,足不出户,发光体
约翰·瑞斯-戴维斯 John Rhys-Davies,演员 Actor (饰 Gimli),海王,指环王1：护戒使者,指环王3：王者无敌
丽芙·泰勒 Liv Tyler,演员 Actress (饰 Arwen),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
大卫·韦瑟莱 David Weatherley,演员 Actor (饰 Barliman Butterbur),指环王1：护戒使者,探索者传说 第一季,战士公主西娜 第一季
雨果·维文 Hugo Weaving,演员 Actor (饰 Elrond),指环王1：护戒使者,黑客帝国,指环王3：王者无敌
菲利普·格里夫 Philip Grieve,演员 Actor (饰 Hero Orcs / Goblins),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
威廉·约翰逊 William Johnson,演员 Actor (饰 Old Noakes),指环王1：护戒使者,金刚,尼斯湖怪：深水传说
伊丽莎白·穆迪 Elizabeth Moody,演员 Actress (饰 Lobelia),指环王1：护戒使者,群尸玩过界,潜伏黑帮
布莱恩·瑟金特 Brian Sergent,演员 Actor (饰 Ted Sandyman),指环王1：护戒使者,群尸玩过界,鹰与鲨鱼
杰德·布罗菲 Jed Brophy,演员 Actor (饰 Ringwraith),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
诺曼·凯茨 Norman Cates,演员 Actor (饰 Party Hobbit),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
兰德尔·威廉·库克 Randall William Cook,演员 Actor (饰 Cave Troll),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
萨比恩·克洛森 Sabine Crossen,演员 Actress (饰 Rivendell Elf),指环王1：护戒使者,神奇动物：格林德沃之罪,杀手：代号47
西奥沙福瓦 Siosa Fonua,演员 Actor (饰 Orc / Uruk-hai),指环王1：护戒使者,指环王2：双塔奇兵,斯巴达克斯：血与沙 第一季
本·弗兰舍姆 Ben Fransham,演员 Actor (饰 Goblin / Lothlorien Elf / Uruk-hai),指环王1：护戒使者,指环王2：双塔奇兵,吸血鬼生活
彼得·杰克逊 Peter Jackson,演员 Actor (饰 Albert Dreary),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
艾伦·李 Alan Lee,演员 Actor (饰 Ring King of Men),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
诺埃尔·阿普利比 Noel Appleby,演员 Actor (饰 Everard Proudfoot),指环王1：护戒使者,指环王3：王者无敌,致命电邮
Michael Elsworth Michael Elsworth,演员 Actor (饰 Gondorian Archivist),指环王1：护戒使者,指环王3：王者无敌,恐怖幽灵
Sarah McLeod Sarah McLeod,演员 Actress (饰 Rosie Cotton),指环王1：护戒使者,指环王3：王者无敌,被遗忘的电影
马丁·桑德森 Martyn Sanderson,演员 Actor/Actress (饰 Gate Keeper),指环王1：护戒使者,天使与我同桌,大力士的传奇旅行 第一季
Harry Sinclair Harry Sinclair,演员 Actor (饰 Isildur),指环王1：护戒使者,指环王3：王者无敌,群尸玩过界
吉诺·阿赛维多 Gino Acevedo,演员 Actor (饰 Ring Dwarf-lord),指环王1：护戒使者,指环王3：王者无敌,金刚
Jarl Benzon Jarl Benzon,演员 Actor (饰 Last Alliance Elf),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
Jørn Benzon Jørn Benzon,演员 Actor (饰 Lothlorien Elf),阿凡达,指环王1：护戒使者,指环王3：王者无敌
Ben Britton Ben Britton,演员 Actor (饰 Last Alliance Elf / Rivendell Elf),指环王1：护戒使者,指环王2：双塔奇兵
Jonathan Harding Jonathan Harding,演员 Actor (饰 Council Elf / Lothlorien Elf),指环王1：护戒使者,指环王2：双塔奇兵
Taea Hartwell Taea Hartwell,演员 Actor/Actress (饰 Cute Hobbit Child),指环王1：护戒使者,恐怖幽灵
Sam Kelly Sam Kelly,演员 Actor (饰 Council Elf / Last Alliance Elf),指环王1：护戒使者,指环王2：双塔奇兵,萨维奇
姜广涛 Guangtao Jiang,配音 Voice,泰坦尼克号,天使爱美丽,指环王1：护戒使者
张磊 Lei Zhang,配音 Voice,指环王1：护戒使者,黑客帝国,指环王3：王者无敌
周志强 Zhiqiang Zhou,配音 Voice (配 甘道夫),指环王1：护戒使者,指环王3：王者无敌,指环王2：双塔奇兵
布雷特·麦肯齐 Bret McKenzie,演员 Actor (饰 Figwit),指环王1：护戒使者,指环王3：王者无敌,霍比特人1：意外之旅
</指环王1：护戒使者>
<黑客帝国>
基努·里维斯 Keanu Reeves,演员 Actor (饰 Neo),黑客帝国,黑客帝国3：矩阵革命,黑客帝国2：重装上阵
劳伦斯·菲什伯恩 Laurence Fishburne,演员 Actor (饰 Morpheus),黑客帝国,黑客帝国3：矩阵革命,蚁人2：黄蜂女现身
凯瑞-安·莫斯 Carrie-Anne Moss,演员 Actress (饰 Trinity),黑客帝国,记忆碎片,黑客帝国3：矩阵革命
雨果·维文 Hugo Weaving,演员 Actor (饰 Agent Smith),指环王1：护戒使者,黑客帝国,指环王3：王者无敌
格洛丽亚·福斯特 Gloria Foster,演员 Actress (饰 Oracle),黑客帝国,黑客帝国2：重装上阵,法律与秩序 第一季
乔·潘托里亚诺 Joe Pantoliano,演员 Actor (饰 Cypher),黑客帝国,记忆碎片,超感猎杀 第一季
马库斯·钟 Marcus Chong,演员 Actor (饰 Tank),黑客帝国,数字追凶 第一季,法律与秩序：特殊受害者 第一季
朱利安·阿拉汗加 Julian Arahanga,演员 Actor (饰 Apoc),黑客帝国,遗失的世界 第一季,鹰与鲨鱼
马特·多兰 Matt Doran,演员 Actor (饰 Mouse),黑客帝国,星球大战前传2：克隆人的进攻,大偷袭
贝琳达·麦克洛里 Belinda McClory,演员 Actress (饰 Switch),黑客帝国,舞室培欲,性
安东尼雷派克 Anthony Ray Parker,演员 Actor (饰 Dozer),黑客帝国,斯巴达克斯：诅咒者之战 第三季,恐怖幽灵
罗伯特·泰勒 Robert Taylor,演员 Actor (饰 Agent Jones),黑客帝国,金刚：骷髅岛,巨齿鲨
阿达·尼科德莫 Ada Nicodemou,演员 Actress (饰 Dujour),黑客帝国,聚散离合 第一季,兽王记 第一季
罗温·维特 Rowan Witt,演员 Actor (饰 Spoon Boy),黑客帝国,性,墨尔本风云 第一季
塔玛拉·布朗 Tamara Brown,演员 Actress,黑客帝国,Sons &amp; Daughters,The Temerity of Zim
纳塔莉·特珍 Natalie Tjen,演员 Actor/Actress,黑客帝国,Sabo
比尔·扬 Bill Young,演员 Actor (饰 Lieutenant),黑客帝国,了不起的盖茨比,超人归来
克里斯·斯科特 Chris Scott,演员 Actor/Actress,黑客帝国,陌生之地,聚散离合 第一季
纳许·埃哲顿 Nash Edgerton,演员 Actor,黑客帝国,黑客帝国2：重装上阵,隐形人
张磊 Lei Zhang,配音 Voice,指环王1：护戒使者,黑客帝国,指环王3：王者无敌
户田惠子 Keiko Toda,配音 Voice,沉默的羔羊,末代皇帝,黑客帝国
童自荣 Zirong Tong,配音 Voice,哈利·波特与魔法石,情书,猫鼠游戏
保罗·戈达德 Paul Goddard,演员 Actor (饰 Agent Brown),黑客帝国,小猪宝贝,抱紧他
沈晓谦 Xiaoqian Shen,配音 Voice,这个杀手不太冷,美丽人生,闻香识女人
金永钢 Yonggang Jin,配音 Voice,大话西游之大圣娶亲,黑客帝国,指环王3：王者无敌
</黑客帝国>
<教父2>
阿尔·帕西诺 Al Pacino,演员 Actor (饰 Michael),教父,闻香识女人,教父2
罗伯特·杜瓦尔 Robert Duvall,演员 Actor (饰 Tom Hagen),教父,教父2,现代启示录
黛安·基顿 Diane Keaton,演员 Actress (饰 Kay),教父,教父2,教父3
罗伯特·德尼罗 Robert De Niro,演员 Actor (饰 Vito Corleone),小丑,波西米亚狂想曲,教父2
约翰·凯泽尔 John Cazale,演员 Actor (饰 Fredo Corleone),教父,教父2,热天午后
塔莉娅·夏尔 Talia Shire,演员 Actress (饰 Connie Corleone),教父,教父2,教父3
李·斯特拉斯伯格 Lee Strasberg,演员 Actor (饰 Hyman Roth),教父2,卡桑德拉大桥,伸张正义
迈克尔·V·格佐 Michael V. Gazzo,演员 Actor/Actress (饰 Frankie Pentangeli),教父2,幻影英雄,炮弹飞车2
G•D•斯普拉德林 G.D. Spradlin,演员 Actor (饰 Sen. Pat Geary),教父2,现代启示录,虎！虎！虎！
理查德·布赖特 Richard Bright,演员 Actor (饰 Al Neri),教父,教父2,美国往事
加斯通·莫辛 Gastone Moschin,演员 Actor (饰 Fanucci),教父2,同流者,绅士现形记
汤姆·罗斯奎 Tom Rosqui,演员 Actor (饰 Rocco Lampone),教父2,霹雳游侠 第一季,神奇女侠 第一季
布鲁诺·柯比 Bruno Kirby,演员 Actor/Actress (饰 B. Kirby Jr.),教父2,当哈利遇到莎莉,精灵鼠小弟
弗兰克·西维罗 Frank Sivero,演员 Actor (饰 Genco),教父2,好家伙,神探亨特
弗朗西丝卡·德·萨维奥 Francesca De Sapio,演员 Actress (饰 Young Mama Corleone),教父2,泰特罗,凯撒密令
摩甘娜金 Morgana King,演员 Actress,教父,教父2,我的孩子们 第一季
玛丽亚娜·希尔 Marianna Hill,演员 Actress (饰 Deanna Corleone),教父2,星际旅行：原初 第一季,冷酷媒体
莱奥波多·特里耶斯泰 Leopoldo Trieste,演员 Actor,天堂电影院,教父2,罗马帝国艳情史
多米尼克·查尼斯 Dominic Chianese,演员 Actor,教父2,热天午后,别惹我
Amerigo Tot Amerigo Tot,演员 Actor/Actress,教父2,教父(电视剧重剪版),嘉莉珐夫人
特洛伊·多纳休 Troy Donahue,演员 Actor,教父2,哭泣宝贝,春风秋雨
约翰·阿普雷亚 John Aprea,演员 Actor (饰 Young Tessio),教父2,心理游戏,大佬
乔·斯皮内尔 Joe Spinell,演员 Actor,教父2,杀人狂魔,虎口巡航
阿贝·维高达 Abe Vigoda,演员 Actor,教父,教父2,法律与秩序 第一季
吉亚尼·罗素 Gianni Russo,演员 Actor (饰 Carlo),教父,教父2,越狱 第一季
Maria Carta Maria Carta,演员 Actor/Actress,教父2,拿撒勒的耶稣,被称为教授的男人
菲伊·斯潘 Fay Spain,演员 Actress,教父2,教父(电视剧重剪版),北非沙漠行动
哈利·戴恩·斯坦通 Harry Dean Stanton,演员 Actor (饰 F.B.I. Man #1),复仇者联盟,教父2,绿里奇迹
卡明·卡里迪 Carmine Caridi,演员 Actor,教父2,神探亨特,教父(电视剧重剪版)
丹尼·爱罗 Danny Aiello,演员 Actor,这个杀手不太冷,教父2,美国往事
威廉·鲍尔斯 William Bowers,演员 Actor,教父2,教父(电视剧重剪版),枪手
约瑟夫·德拉·索尔特 Joseph Della Sorte,演员 Actor,教父2,教父(电视剧重剪版),海滩救护队 第一季
卡门·阿尔根齐亚诺 Carmen Argenziano,演员 Actor,致命ID,教父2,天使与魔鬼
乔·罗·格里普 Joe Lo Grippo,演员 Actor,教父2,法国贩毒网,教父(电视剧重剪版)
Ezio Flagello Ezio Flagello,演员 Actor/Actress,教父2,教父(电视剧重剪版)
凯瑟琳·贝勒 Kathleen Beller,演员 Actress,教父2,电影电影,豪门恩怨 第一季
Saveria Mazzola Saveria Mazzola,演员 Actor/Actress,教父2
Tito Alba Tito Alba,演员 Actor/Actress,教父2,教父(电视剧重剪版),Haciendo camino
彼得·多纳特 Peter Donat,演员 Actor,教父2,心理游戏,X档案 第一季
汤姆·达尔格伦 Tom Dahlgren,演员 Actor,教父2,缺席的人,X档案 第一季
Phil Feldman Phil Feldman,演员 Actor/Actress,教父2,教父(电视剧重剪版),大鹰啸
罗杰·科曼 Roger Corman,演员 Actor,沉默的羔羊,教父2,费城故事
伊凡·科尔 Ivonne Coll,演员 Actress,教父2,美眉校探 第一季,犯罪现场调查 第六季
艾丽卡·约恩 Erica Yohn,演员 Actress (饰 Governess),教父2,美国鼠谭,荒唐小混蛋奇遇记
Teresa Tirelli Teresa Tirelli,演员 Actor/Actress,教父2,教父(电视剧重剪版),我爱露西 第一季
詹姆斯·肯恩 James Caan,演员 Actor (饰 Sonny Corleone),教父,超脱,教父2
Italia Coppola Italia Coppola,演员 Actor/Actress,教父2,教父(电视剧重剪版),旧爱新欢
罗曼·科波拉 Roman Coppola,演员 Actor,布达佩斯大饭店,教父2,犬之岛
索菲亚·科波拉 Sofia Coppola,演员 Actress (饰 Child on Ship),教父,教父2,教父3
朱莉·格雷格 Julie Gregg,演员 Actress,教父,教父2,鹰冠庄园 第一季
George Holmes George Holmes,演员 Actor/Actress,教父2,窈窕淑女,骗中骗
Buck Houghton Buck Houghton,演员 Actor/Actress,教父2,迷离时空(原版) 第一季,虎胆妙算 第一季
Shep Houghton Shep Houghton,演员 Actor/Actress,教父2,你逃我也逃,辣手摧花
小杉正一 Shô Kosugi,演员 Actor,教父2,忍者刺客,金装武术电影大全
加里·库尔茨 Gary Kurtz,演员 Actor,教父2,佐杜洛夫斯基的沙丘,美国风情画
Laura Lyons Laura Lyons,演员 Actor/Actress,教父2,食人猛虎鲨,爱情，美国的生活方式
理查德·麦瑟森 Richard Matheson,演员 Actor,教父2,我是传奇,铁甲钢拳
约翰·梅根纳 John Megna,演员 Actor,教父2,杀死一只知更鸟,星际旅行：原初 第一季
Harrison Ressler Harrison Ressler,演员 Actor/Actress,教父2,安妮·霍尔,金刚：传奇重生
Al Roberts Al Roberts,演员 Actor/Actress,控方证人,教父2,虎胆妙算 第一季
Hank Robinson Hank Robinson,演员 Actor,教父2,白头神探,空前绝后满天飞2：瞒天过海飞飞飞
Filomena Spagnuolo Filomena Spagnuolo,演员 Actor/Actress,教父2,星尘往事,教父(电视剧重剪版)
